id,product_id,user_id,profilename,helpfulnessnumerator,helpfulnessdenominator,rating,time,summary,text,purchased
5543,322,4571,"""A. Willis """"blah""""""",0,0,5,1302134400,Does the job,Our pediatrician recommended we feed our constipated 6 month old prunes. He wasn't too thrilled with the taste but it did the job:P,1
5545,322,1013,kim,1,2,1,1302134400,Does not taste like peaches anymore,I believe gerber may have mixed apricots with the peaches. It now has a sour after taste and my son hates it.,0
5549,1088,3017,Charlotte Yoon,4,4,5,1322438400,Best Gummi Bears,I ordered these gummi bears after first trying them at Yogurtland. I was a little weary about ordering them because of the last two reviews. But I received a perfectly packaged item. They were not melted and didn't have a powdery texture to any of the gummi bears. They are my husband's favorite! We have been enjoying them since we received them and I'll be ordering more for events that are coming up.,1
5551,1088,4003,krisy,0,0,5,1334102400,Great deal and everyone loved them!,I bought these to add to my Easter favors. I love the colors for that reason - basic and pastel - all of which are different flavors.  I didn't eat any myself but my friends who received the favors LOVED them!  I have a Prime Account so the gummies shipped very quickly so there was no melting going on (other reviews mentioned this).  Can't complain about the price for a 5 pound bag. It was a great deal and if I needed buy gummies in bulk again I would definitely buy these mini bears.,1
5554,1088,1175,Trish,0,0,5,1332979200,THE BEST EVER,These are the best gummie bears I have evvvveeerr had. We sell them where I work so I had to get my hands on some. The flavors are so vibrant and just pop in your mouth,1
5555,1088,938,Swiftverbicide,0,3,2,1322006400,Bad taste in mouth,They have some textured powder stuff on them that makes them taste bad.. bad after taste. I guess it's so they don't stick together. Never again,0
5557,420,344,David Nox,1,1,4,1203033600,Dogs loved them,I have 3 chihuahuas and I thought these would be better for them since they are smaller than a full ear. They still were too much for the little guys. I would say a dog 20-30+ pounds should be able to handle them better than my 8lb guys.<br />They had a strange smell and felt slightly oily to the touch. I don't know if that was something added to them to preserve them or it was natural.<br />My chihuahuas are fussy and they liked them I was just worried about blockages since they seemed to swallow large chunks of them. They didn't have any problems and my 4lb was able to handle them I just wouldn't buy them again since my guys are too small. The bags were a good size for the price. I bought three and should have bought one bag.<br />I rated them 4 stars since they were of good quality just better for larger dogs in my opinion.,1
5559,856,3754,lisette,0,0,2,1350086400,Not that great,The taste is not horrible but it is not very good. There is not a very good mango flavor. I would not buy again.,0
5563,300,4085,"""E. Behling """"dutch""""""",0,0,5,1183420800,Best Tea,Fennel tea is the best herbal tea I have been able to find and Seelect is the best-tasting brand of those I have tried.,1
5564,300,3413,"""A Hamm """"foodie""""""",0,1,1,1207008000,Awful taste,I dont like the taste of this at all.  I have some other fennel tea from another company not on amazon and it is fantastic.  Cant remember exact name but think it is something like MB - is a french company and I got it in canada and by mail order after that.  It is much better to my taste.  Never dreamed there would be this much variance among fennel seeds as only ingredient.,0
5566,511,4497,Marney,0,0,1,1350950400,Could not eat,This is not for me. It was like eating a bowl of fat. Not my preference. Everyone is different. Personally i dont like this at all.,0
5568,1024,2663,Lois,1,1,5,1323907200,9 Lives Chicken & Tuna Dinner,My 2 cats really like this cat food best of all! I have regular deliveries in order to be sure to have an ample amount available.,1
5572,1027,3515,ajgb22,1,1,5,1329004800,great snack but strong flavor,i had these on the airline and was so excited to not have the juice! i spent a month in italy and bought the olives w out juice but they seem to be hard to find in the USA...these are great since there is no juice! you can take them anywhere and not worry about the mess. i have been super happy with these. the flavor is pretty bold so I only eat 1-2 packs a week. I am going to try another flavor. i definitely recommend trying them! i love olives and this is a great idea,1
5574,1027,978,S. Chandra,1,1,5,1324598400,Fantastic!,These olives are delicious! They are not overwhelmingly spicy.  My 8 year old son just ate an entire bag today for a snack.  They are not packed in juice but are moist and flavorful.  The bags are small enough that they are perfect for tossing in a lunch box or bag.  The calories listed for consuming the entire bag is only 100.,1
5582,225,1778,"""B. Davis """"The Happy Hermit""""""",6,7,5,1198108800,The taste is as good as the aroma,I got a case of Yuban cans from Amazon for an amazing price and now that I've been reintroduced to Yuban I'm sticking with it.  It's Colombian which is the coffee I prefer anyway but Yuban  must have a special formula for roasting and grinding that results in such excellent coffee.  Cans have the foil seals that you can peel off so you don't need to use a can opener and of course plastic lids to reseal.  Sniffing this coffee as I scoop it into my coffee maker is half the delight!!  Just so excellent and suits my tastes perfectly.  Buying the case is very convenient too!!!!,1
5584,225,770,Carl F. Mclaren Jr.,4,5,5,1181433600,The best coffee I have ever tasted.,And a great price from amazon. My wife and I had dinner last night at a very high end restaurant and while everything was magnificent we both thought the coffee wasn't as good as our Yuban. I often wonder about Starbucks whose coffee I find undrinkable. My son says it's an acquired taste.,1
5597,225,661,Happy,0,0,5,1327104000,Yuban Review,We've been drinking Yuban since 1979 and find this the most convenient way to get it. The price is great and it faithfully comes every month.  If we are having guests we can bump up the order.  Fantastic.,1
5599,225,2083,"""E. """"Fitz""""""",0,0,5,1304640000,mmmmmmmmmmmmmmmmmmmmmmm,Best coffee in the world.  When you open a can and sniff ---- ahhhhhhhhhhhhh!<br /><br />Can't go wrong with Yuban.,1
5605,225,3056,"""Mary A. Rowe """"Coffee Drinker""""""",0,0,5,1233878400,Best Coffee in the U.S.,My husband and I recently moved here from Las Vegas to Steeler Nation. We have tried ever coffee on the shelves at all the supermarkets far and wide. We had been drinking Yuban for at least 10 years in Las Vegas. We called the District Manager for Kraft and found out that East Coast people don't like it or were not accustomed to it. West of the Mississippi is where you'll find it. So we had to order by the case load to satisfy our drinking pleasure. We got the best deal from<br />Amazon; and it arrived very quickly without paying anything extra in shipping fees.  Time to order it again!!,1
5607,225,1851,Judy McCoy,0,0,5,1229212800,Delighted Consumer,We just love Yuban coffee and there is not a store where we live that has Yuban for sale.  I was delighted to discover that I could order it at Amazon.com by the case and always keep it in our pantry.  The only thing that could be any better would be that I could get Yuban beans so I could grind it myself as I make a pot of coffee.,1
5608,225,4271,Gail S. Dontigney,0,0,5,1226793600,You can't beat Yuban,Yuban has been my coffee of choice for 20 years. The price at Amazon is very good. I recommend this product for any coffee lover.,1
5609,225,1422,Ellie,1,2,5,1289260800,Best Coffee,I can no longer find Yuban on the Grocery shelfs.It is by far the best coffee Delicious flavor and no acid I would highly recommend Yuban,1
5612,225,2243,D. Behrens,1,7,1,1330905600,Cost is way too hight,I've read the reviews and I agree that Yuban is absolutely the best coffee but at $100 for 12 cans comes to over $8 a can.  That's $3 more a can than I pay at my local store.  I don't understand the high price?,0
5616,292,3145,"""Jay Hopson """"Dish Tech""""""",2,3,5,1298851200,Best Seeds I ever lapped a lip around!,"""<a href=""""http://www.amazon.com/gp/product/B000LDOMT6"""">Salt & Pepper Flavored GIANTS Sunflower Seeds</a><br /><br />I found these seeds in a local store only to fall in love with them and then find the store no longer supplied them. I am so glad they can be purchased at Amazon. WARNING!!! They will ruin your desire for any other kind of sunflower seeds! GREAT!""",1
5617,292,553,Shane Estep,2,3,5,1252713600,Giants Sunflower Seeds,These sunflowers seeds are of a great quality in every bag and the flavor of the Salt & Pepper is very bold.  I love these and the shipping service from the company has been great every time I have ordered.,1
5624,650,3523,Shell_Bell,1,1,5,1326758400,Love it!,I love this coffee!!  I had always mixed my decaf and regular to get 1/2 caffeine and now I can just buy it!!  Perfect amount for me. I enjoy the flavor of coffee!<br /><br />These vacuum sucked packages make it easy to store and use. It keeps the coffee fresh!!  I use then to refill another container and it works well for me!!,1
5625,650,4376,Barb,1,1,5,1322784000,Folgers Half Caffeine,This is a terrific deal for a coffee lover that needs to cut back on his/her caffeine consumption.  Great tasting coffee and great deal.  Can spend over $5 for it at the grocery store.  I get mine by the subscription plan for a little over $4 plus no tax.,1
5630,175,1613,no name,3,3,4,1258416000,Nice cracker for those eating low carb,We are trying to curb our carbohydrates.  The Wasa Crisp'n Light is a big help.  Especially when you need something crisp.  We have and will continue to order this product.  Thanks Amazon for selling this tasty cracker.,1
5640,175,1660,Ana T.,0,0,5,1299715200,Wasa,My daughter absolutely loves this stuff and she is a very picky eater.  It is also hard to find in the supermarket.,1
5642,175,4362,"""SoCalAvAZ """"SoCalAvAZ""""""",0,0,5,1286928000,Goes with everything,I love these so much I'd give them a 10-star.  I love them so much I have an Amazon subscription so they get mailed to me regularly.  I discovered them at Henry's but they're the only cracker on the shelf that are always sold out so when I saw the 10 pack here I was so happy.<br /><br />I eat them as a bread substitute with everything!  Can't go wrong with the calories and they don't have a strong flavor to mask the food so really they can be eaten however way you like.  Endless possibilities ...,1
5645,175,2689,B. Purdy,0,0,5,1282176000,gotta have 'em crackers,We love these crackers for our salmon spread.  They have just the right flavor and crispness to enjoy the taste of the spread.  And they're healthy!,1
5649,175,1572,Theresa A. White,0,0,5,1245196800,Taste great,Since I am counting calories I find Wasa crisp'n light very tasty. You can eat three of them and feel like you are eating a lot more than you really are. I think the taste is great and have told all my friends about them.,1
5650,175,3508,Robert Hoffman,0,0,5,1239667200,Yummo,once I tried these I was hooked. good healthy food that tastes good alone or with tuna or seafood salad. light crispy and melts in your mouth.,1
5655,175,3504,Karin Gaffney,0,0,5,1152748800,perfect snack,I love these crackers.  They're perfect when you want the light crunchy snack without the calories of other crackers.  They're good topped with lox or cinammon and sugar.,1
5661,154,3226,jerseygirl,0,0,5,1327104000,Freezed dried Peas,I order these peas and they came fast. the product<br />has a good flavor and I am very happy with the peas.<br />I will order with them again,1
5667,250,3081,"""Barbara J. Douglas """"flaherty3954""""""",3,3,5,1207958400,Peppered gravy Mix,This mix makes a gravy that taste like your good ole southern grandmother made the gravy. No more lumps and everyone thinks you made it from scratch. If you are thinking about it you have to try this. It is the best thing since the invetion of peanut butter,1
5674,250,2498,Pam White,2,2,5,1257724800,Great Gravey,The gravey is wonderful.  It taste just as good and the one from Scratch.  Except it is not as greasy,1
5675,250,3286,"""JOSEPH """"Joseph Brown""""""",2,2,5,1243814400,Southeastern Mills Peppered Gravy Mix 4.5 oz bag,We love this stuff!!! I use it in my heat and eat breakfasts I make in advance so I don't have to cook every morning. My wife uses it for all kinds of recipes including just as really good gravy. We used to buy it all the time in California but it's not sold locally so we have to mail order it. MUCH less expensive from Amazon even over the manufacturer. For us the larger 4.5 Oz size is much more economical than the 2.5 Oz.,1
5679,250,4354,cdcin ak,0,0,5,1303344000,Easy yummy gravy!,The Southern Mills gravy is  a very satisfying gravy for an easy fast topping for either bisquits or hashbrown potatoes.<br /><br />The mix is easy to use and there are never any left overs. It hits the table and it is gone.... everyone seems to love it.,1
5680,250,3606,"""Brighten Miller """"passionateapathy""""""",0,0,3,1296518400,Not as good as McCormick,I'm a huge fan of the McCormick brand gravy mix and I assumed that this would be as good.  It isn't.  It's not bad enough for a 2 but i'm annoyed that i convinced myself to buy a case of this stuff instead of the McCormick.,0
5690,1015,397,"""A V A L O N """"A V A L O N""""""",3,3,5,1312416000,Delicious &  HEALTHY SNACK,"""This product is delicious.  I will say this upfront - Thou semi messy (why not place the peanut butter in the center??? Instead on the back?)  The taste is great.  So great that I started to eat them all day -- not good as it ruins the enjoyment!!!<br /><br />These are actually so good I had to stop eating them!!! (I guess I over did it!!!)<br /><br />Value:  Excellent snack for everyone (all my friends love them) / family.<br /><br />Shipping:  Fast (as always with Amazon Prime membership - 2 days)<br /><br />Packaging:  6 Boxes Total - each contains 6 individually wrapped granola """"thins""""  (1/3 of granola bar but flat with peanut butter on one side [seriously).<br /><br />Also do not ruin the granola as I did by eating every day!!! Also I notice to avoid mess just open with scissors!!! (pealing makes a mess!!!)<br /><br />[...]  Exclusively""",1
5691,1015,979,Richelle Adams,2,2,5,1314144000,OMG! Seriously delicious,Perfect mid morning snack for someone like me who is currently doing a meal replacement drink for breakfast. One of these and piece of fruit is just what you need to get you to through to lunch.,1
5694,1015,4082,kindred spirit,2,3,5,1320451200,Oh My Goodness~Reminds me of Girl Scout Cookies from 1960's,These are so good and also healthy for a snack. Only 2 weight watcher point and 90 calories. When I was in Girl Scouts in the 60's there was a cookie like this Savannah it was an oatmeal crunchy sandwich cookie filled with peanut butter icing. The first bite I took I was back there. It was so good. I love that they are wrapped one to a pack and not double. I eat one everyday. They range from $2.98 to $3.89 a box in my area so the subscribe and save is the way to go. I tried the dark chocolate and they are also good but the memories the peanut butter ones bring with the flavor are my favorites.<br /><br />If you remember those cookies you will love these. If you like peanut butter and a healthy granola taste then hit the add to cart button fast. You will not regret it. YUMMMMMMMMMMY.,1
5702,833,1771,"""Ana Lewis """"coopweb""""""",0,0,5,1277337600,This is a wonderful chili!,We have been trying several chilis by small companies via Amazon and this one so far is our favorite.  I added some non-soy meat substitute crumbles and that gave it a very nice texture.,1
5703,1328,4183,ESTY,0,0,5,1351209600,DELICIOUS,Purchased this product at a local store in NY and my kids and i love it. Its a quick easy meal. You can put in a toaster oven on toast for 6 min. and its ready to eat.<br />strongly recommend,1
5708,1131,4224,John A. Yelaeh,1,1,5,1320537600,all Natural ~!!!!!!!!,Yay an all natural Kids Gum .  NO BHT Preservative ! No dangerous artificial sweetners .  Tastes fine and not bad for you !,1
5715,767,701,angry chair buyer,1,1,5,1342742400,My cat loves it!,It's all natural real food that you can see the difference. My cat loves it so much that now we call him the tiki kitty.,1
5716,767,4062,marah1115,1,1,4,1308441600,Wish I would have bought more!,The cats love it. I could live without the smell and seeing the pieces of cut up fish in it but the cats love it.Wish I would have purchased more the price was right and it is good quality food for them.,1
5717,767,4272,PetFood,1,1,5,1306454400,Pet Food,My finicky calico just LOVES this food.  One of the few wet foods she will actually eat. It is loved by our other three cats as well.  Will definitely be buying this again.,1
5718,767,3802,John,1,1,5,1306368000,Tigger thinks,My cat Tigger eats this stuff up fast. Then he asks for more so I figure it must be good. This is not your typical cat food!,1
5722,767,398,Hanaberry,2,3,2,1299974400,Kitty was Not Pleased.,She liked the food a little at first but didn't want much to do with it... The price is very high and not worth it if she'll only eat a couple of bites. She had tried most of the flavors and would always have the same reaction.,0
5725,359,223,M. Vega,0,0,5,1329868800,Yummy,Tried this in a turkey burger and it was sooo good. I definitely recommend faery free. Salt can be added or better yet add a sprinkle of Goya Adobo.,1
5730,974,3146,Charlotte Bue,4,4,1,1350691200,Smell is awful!,This product smells so bad that I couldn't even try to consume it.  It smells sour and rancid and is detectable even before the package was opened.  The seller has a no return policy so I'm out the $ I spent on this as it will go right into the garbage.,0
5745,974,1129,PAM,1,1,5,1304380800,Wonderfully fresh,I was very happy with the quick delivery of this product and how fresh the beans were.  I am looking forward to my homemade vanilla extract once it is done brewing.  I would definitely buy from this seller again.,1
5748,974,4247,John T Dahlstrom II,2,3,5,1314144000,ok,Having been a professional cook for over 20 years I try to seek the best ingredients.  I was very pleased with this product.  From the moment you open the box you can smell them and they are still sealed in their bag.  They are very pliable unlike most of the big store ones and the seeds are very moist and easy to remove.  I needed to make a new batch of vanilla sugar and this was the first time I had to put some crackers in with it as the sugar was clumping within a week.  Should make an interesting cracker too.<br />John,1
5750,974,3315,--JR--,0,0,5,1350604800,Great Value,Got 58 beans in the 1/2 lbs package which is a great value. They are moist so they are super fresh. Great Find.,1
5751,974,1459,"""T. Rhine """"t""""""",0,0,5,1350172800,Great buy!,I received my beans quickly and they smelled great!  I used all of them pretty quickly.  I purchased three 1.75 l bottles of vodka and split the beans evenly among them. They were plump and looked great.  I'm excited to give my homemade vanilla as Christmas gifts.,1
5752,974,3607,Katydid,0,0,5,1350000000,Good price. Plump beans,I received these wonderful beans today through Amazon.  I have not opened the vacuum sealed bag yet but the fragrance is divine.  They are about 6-3/4 inches long and plump and soft. It looks like there are maybe 60-70 beans.,1
5759,974,1327,RPG,0,0,5,1335830400,Wonderful,Great price.  Wonderful product.  Everything was as described.  Shipped quickly and was priced great as far as I can tell.  I use these to infuse vodka. (slice the beans down their length first).  Wonderful!,1
5760,974,1948,renchic,0,0,5,1333584000,Best deal on the internet!!,I was amazed with how fresh these are and there are so many in 1/2 a pound.  My only suggested would be if you have another person that loves them as much as you do you could split the cost and the beans.  I have so many left over beans I've been giving them away to grateful coworkers but what goes around comes around so here's to awesome ingredients!,1
5761,974,1570,Ashlea,0,0,5,1333065600,Great Vanilla Beans,Great vanilla beans at a great price.  I recieved about 60 beans in my pack.  They are plump and perfect.  When I've used them all up I will definitely be buying them again!  I almost didn't order them because of the reviews talking about the bad smell to them. I'm glad I didn't listen to them.  They smell like all of the other vanilla beans that I've bought.,1
5762,974,2069,C. Rubin,0,0,5,1330732800,Fabulous flavor at an unbelievable price!,This is the buy of a lifetime.  $25 for about 50 beans instead of $10 for 2!  And the flavor was great.  Made ice cream that everyone raved about.  I vacuum sealed portions for future use to keep them as fresh as possible.,1
5764,974,758,td,0,0,5,1329350400,Wonderful smelling Madagascar Bourbon Vanilla Beans,Recieved Vanilla beans in a nice bundle in a ziploc bag.  The smell was wonderful even through the bag.  My husband and I used the Vanilla beans to make our own Vanilla extract.  The beans were moist and easy to work with.  We were very impressed and would definitely buy the vanilla beans again. Can't wait to see how the homemade vanilla extract turns out.,1
5769,974,3775,"""Butch """"pops""""""",0,0,5,1327363200,Great value,These will last a long time the way we use them but could not pass up the deal..came sealed and you could still smell the vanilla...stick one or 2 in your favorite vodka and wait a few weeks...we also make our own extract from them.,1
5775,974,4016,JD,0,0,5,1325376000,Even better than I expected,I couldn't be more pleased with my purchase. Vanilla beans are $5 - $9 a piece if you can find them in the store. These work out to about 51 cents a piece and they are fresher and better quality than the $5 ones. They also come vacuum sealed and a zip lock bag is included for storage after opening. Good job!,1
5777,974,915,"""J. Rodriguez """"AE""""""",0,0,5,1323907200,Wonderful Value!,Can't be the price!  The beans have a strong aroma and tasted GREAT in creme brulee!  Just be sure to have an air-tight jar and a vacuum sealer isn't a bad idea either to keep them as long as possible.,1
5779,974,1503,"""Sandra M. Brewer """"AKSandy""""""",0,0,5,1323388800,wonderful!,I could smell the vanilla even through the packaging!<br />There were lots of vanilla beans and they were all in great shape.  I'm excited to see how my homemade vanilla extract turns out!,1
5783,974,751,Miss K,0,0,5,1319587200,great buy!,I was very pleased when I got these vanilla beans. They were shipped in a timely manner and arrived vacuumed sealed. There was a mix of some very plump beans and a few that were thin. I was very happy with my purchase!,1
5793,974,418,burggirl,0,1,5,1326240000,burggirl,I LOVED this . The beans where fresh and the smell heavenly. I most definately would buy this again. The more expensive ones in the supermarket are dry and way over priced. These were very juicy. Loved it!!,1
5794,974,3774,Mike Williams,0,1,5,1309564800,Great flavor,I like to eat frozen vanilla yogurt but the catch is that I have to make it myself or it doesnt get done.<br /><br />These vanilla beans are amazing if you are really into vanilla.yougurt or icecream,1
5796,766,604,J. D. Williams,0,0,3,1312502400,I just like the plain ones,I don't really like the chunks of cherry and pistachios.  I'd just rather have the plain dark chocolate.  I think the plain dark is the best dark chocolate sugar free bar available today.,0
5800,88,4398,Legal Beagle,3,3,5,1307664000,Liver treats,Universally popular with all dogs and is the only treat my pets will eat.  Great that it is all natural.,1
5801,88,832,Nia,2,2,5,1298160000,BEST EVER,The best treats available. Your dogs will go bonkers for these. I buy a tub a month for my little munchkins and they just love it. Good value online.,1
5802,88,3840,omallytheallycat,2,2,5,1293062400,Best cat treat on the market!,I'm a profecinal cat trainer and have used several different treats including raw/freezdried raw  home made and comercial treats over the last 10 years. These treats take the cake and run. OMG all cats/ clients cats love these treats. They are the onlything i will ever use for training again. Best cat treat on the market. just dont forget to cut them up in little pieces there to big for your average house cat.<br /><br />If you have a finiky cat that dosnt like to eat. well here is your god send. Just crush some up and toss there food in it. Its a garanteed way to get them to start eating again. Dont use a ton since its high in fat.,1
5804,88,1400,"""Ann Jensen """"Ann""""""",2,3,1,1324339200,China??,Anyone see where theses are made? - I am avoiding treats from China because of all the problems lately. and I do not see a country of origin here.,0
5807,88,1574,Sarah Fairchild,0,0,5,1307059200,My Cat Dances for these treats,I buy chicken livers for my cat. She has now learned to speak English persuasively in order to get these treats.(lol) They are economical and obviously well liked by my cat.,1
5809,88,2441,Diana G.,0,0,5,1286755200,My pugs love it!,My pugs are picky eaters and only like the chicken liver which is hard to find.  This is a great deal.,1
5818,1272,260,Gary M James,0,0,5,1338940800,Awesome tasting Tea!,Awesome tasting Tea in a 16 oz. can!  I highly recommend this product because it taste great and doesn't cost a lot.,1
5822,796,2492,Entronaut,7,7,5,1179619200,A Terrific Find !,Unexcelled as to price and equal in quality to the best !,1
5824,796,3781,A. Black,3,3,5,1190505600,Very good tea!,The tea tastes great hot or iced.  Very good for the price.  I recieved the package fast with no problems.,1
5830,1100,1586,lemonhead,0,0,5,1337299200,dog loves this,I would have to say that my dog is a picky eater. I have tried all types of different brands of food and finally found one that she loves. She also suffers from skin allergies and even though she is on meds I think this food has helped a bit with her dry skin. I only have one issue her breath smells really fishy after she eats but thats not even a big deal anymore. Also the price is cheaper than other online stores like petco and petsmart plus free delivery. All in all If Mona's happy so am I.,1
5832,830,3664,"""Michael Greeves """"hyperstrikeMike""""""",0,0,5,1333411200,Fragrant Jasmine Pearl Teas - Reminds me of Peet's Coffee,I moved to Las Vegas from San Jose last year and have been missing my Peet's Coffee Jasmine Downey Pearls tea.  When I saw this product I bought a shipment right away. I was not disappointed.  I love the individual silken sachets of Jasmine Tea pearls.  It is fragrant and wonderful tea. I will be buying it again.,1
5834,216,1755,nana n,0,0,5,1312675200,decaf,Works good in the blender for shakes and ice slush.<br /><br />Can not find decaf in stores.<br /><br />Can add other flavors and spices to  taste.<br /><br />Good for nutrition builder.,1
5839,216,409,"""coffee """"mochoaddict""""""",0,0,5,1256083200,Delicious,This product is delicious!  It is the frappacino mix a lot of independent coffee shops use.  You will not be disappointed.,1
5852,600,4143,MnM,4,4,5,1297814400,Great flavor,The toasted flavor is so much better than regular walnut oil; the price is the best I can find and we store it in the fridge for longer life.,1
5856,600,1887,apple,3,3,5,1334361600,Very good oil,I ordered a set of three cans and they showed up yesterday in perfect condition (no dents).  So far I have made some boiled red potatoes and seasoned them with walnut oil and sea salt.  I also roasted some yukon gold potatoes and english squash with the oil and it turned out wonderful--the walnut oil gives it a great flavor.  I will be giving one can to my parents.  Since my mom is not a fan of olive oil it will give my dad a new flavor to play with in his cooking.,1
5857,600,2280,shoukunfox,2,2,5,1333497600,Good choice!,The walnut oil is really good. I later will often come to buy it.I hope you will like it too.,1
5863,600,1085,"""Peter J. Koeth """"coffeeman777""""""",2,2,5,1259366400,Food as medicine,We ordered this on our Doctor's recommendation and take a tablespoon every day as a supplement. It's supposed to have several omega acids.Also tasty on salads.,1
5864,600,824,JohnnyZ,2,2,5,1252627200,Excellent oil! GREAT for waffle batter!!! Unbeatable!,Walnut oil is an essential ingredient in our favorite waffle batter. This oil is the best we've used for the price. GREAT aroma!!!,1
5866,600,1982,Lora J. Lord,1,1,5,1277424000,Great product at a reasonable price,I love the walnut oil. It came in cans which i like a lot because you hardly see them any more. The walnut oil was better quality than any of the walnut oil I bought in my neighbourhood and cheaper even with the shipping charge. I recommend it to anyone.,1
5867,600,1567,David Glazer,1,1,5,1256083200,Really Good,La Tourangelle makes some really good oils. I like this company alot...try the sesame oil too.,1
5870,600,27,Cheryl Titus,1,2,5,1307404800,Walnut oil,This is a great oil for baking it gives a nutty flavor. It also works great in dressings much better than olive oil.,1
5871,600,1210,Diatonic,4,15,3,1258243200,a bit weak in taste,I found the oil a bit weak in taste. I had expected a stronger walnut flavor. I hope it is not chemically produced like most truffle oils.,0
5873,1310,4109,Tracy Pace,0,0,5,1348358400,Refreshing with zero artificial sweeteners,I enjoyed the carbonation with a hint of blackberry and liked the fact there are no calories or artificial sweeteners.,1
5874,1310,4244,Irishlawlass,0,1,1,1346889600,Not as good as Hint Water,This was not good. The flavor was lacking and barely came through unlike the Hint water -- which I really enjoy. I wanted this to be good and was so excited to get it but it just disappointed.,0
5876,707,1889,christine,0,0,5,1314921600,great!,This is awesome! it really helped my daughter gain the much needed weight for a reasonable price. Will do business again :),1
5878,217,1462,"""Scott M. Sargent """"Scott""""""",0,0,5,1299801600,yummy - LOVE this stuff and all the other Big Train products,This coffee mix is so easy to make and taste great.  I enjoy ALL their flavors as my kids do too.  Hard to keep around.  Buying a box of it at a time helps.,1
5880,1140,486,val,0,0,3,1322870400,too much for too little,This product was okay tasting. My problem with it was the 10 oz container with less than 6 oz of sprinkles. Really?!?,0
5888,948,1238,"""D. Leong """"customer review""""""",0,0,5,1351123200,One of the best,This is one of the best dried organic crackers around. Highly recommend them compared to other available types of similar products.,1
5890,948,830,BATourist,0,0,5,1347753600,Subscribe and Save Dr Kracker,Love these crackers and all of the Dr Kracker products.  I use Subscribe and Save to save a little bit of money and to insure that I don't run out.  I pretty much eat one every day instead of bread.  My current favorite topping is goat cheese!,1
5891,948,3651,"""Sunshine """"cchptato""""""",0,0,5,1347148800,love um,I like these crackers so much I just ordered a different flavor.  These are very crunchy and satisfying.  I put two crackers into a zip lock baggie.  Break them into bite sized pieces and this is my treat throughout the day and into the evening and they are very filling.  I do recommend them however I don't know how well they'd go over for those with dentures.  Because they are so crisp and because they have seeds of various sizes.  Very good find.  Love um.,1
5893,948,967,Nancydiner,0,0,5,1339545600,Decilious,These are delicious and filling. I first had them in Hawaii a few weeks ago but then couldn't find them when I got back home to Philly. Amazon had them and a good selection. If you are a seed and nut eater and like a crispy cracker you will love these. Enjoy!,1
5895,948,473,"""Seara Weir """"a reading cook""""""",0,0,5,1335830400,Love Dr. Kracker,These are the only crackers that I buy.  So Healthy and so good.  Eat them with a salad and you have the perfect lunch.,1
5896,948,1811,Lee Brownell,0,0,5,1335657600,yummy all by themselves,These crackers are a great healthy snack without anything spread on them. My only dislike is that they are a tad too sweet for me. I'd like them without the molasses.,1
5897,948,419,Melinda Gustafson,0,0,5,1331769600,Simply delicious!,Outstanding product...I am always going to have them around.  Far and above most crackers for taste and good nutrition.,1
5902,948,3943,B. Plourd,0,0,5,1311811200,Lip smackin good!,Just tried the Doctor Kracker seedlander crackers today and they are delicious! I'm going to try their other flavors soon. Can't believe how good these are.,1
5904,948,1363,Stormlaughter,0,0,5,1296691200,So delicious! And whole spelt too!,These are wonderful!  So crunchy and they're made from whole spelt as well as seeds and a big helping of tasty.<br /><br />I found them remarkably filling too.  They're nice and big.  It would be easy to make these the basis for a light meal adding just a few toppings.<br /><br />I ordered these sight unseen and never tasted so I had no preconceived notions.  I'm very pleased and will order these again.,1
5905,948,1745,"""Patrice S. Robins """"Betty's daughter""""""",0,0,5,1291161600,Krunchy Kracker Heaven  :),These crackers rock.  Wish company would let you buy assortment since you have to buy minimum of 6 boxes at a time.,1
5909,533,4457,"""Sissy Jollie """"Practical Gourmet""""""",3,3,5,1237680000,Best Oatmeal Ever!,This is the only oatmeal that my family will even consider eating.  I make it in the crock pot overnight and it is always ready when we are.  I use my small crock pot for the two of us.  I start with a 1/2 cup of oatmeal; add a dash of cinnamon and a splash of vanilla; add a 1/2 cup of milk and 2 cups cold water.  Place the lid on the crock pot and plug it in.  It will be ready in the morning when you are.  I let mine cook approx 10 hours.  My small crock pot has no settings- just off or on.  We love to add some brown sugar and dried blueberries or Craisins at the table.,1
5912,533,3881,Amazonian,1,1,4,1237507200,McCanns steel cut oatmeal,Purchased case of 6 cans from Amazon.com for [...]  bucks including shipping.<br />Good quality slow cooking oatmeal. Good shelf life on cans. This is the slow cooking type 20-40 minutes depending on preference. Taste is good.,1
5917,533,1260,Joyce Y. Roundy,0,0,5,1242864000,Hard to find,We were introduced to McCANN's oatmeal a few years ago by close friends.  We were able to find it locally in a few stores near where we live.  However the these few stores gradually became fewer until the product was no longer available to us.  This left us with the internet as the only option for obtaining this product.  Hopefully this resource will not fade away.<br /><br />Joyce,1
5918,533,1518,"""W. D. Hamilton """"gardener""""""",0,0,5,1241481600,Excellent Oatmeal,Very satisfied with this product ; excellent flavor and texture; recomment for those looking for good  breakfast choice,1
